genres,title,authors,rating,reviews,pages,Key_words
"['fiction', 'classics']",The Virgin Suicides,['jeffreyeugenides'],3.83,250960,250,"['shocking', 'thing', 'girl', 'nearly', 'normal', 'seemed', 'mother', 'let', 'one', 'date', 'life', 'twenty', 'year', 'enigmatic', 'personality', 'embalmed', 'memory', 'boy', 'worshipped', 'recall', 'shared', 'adolescence', 'brassiere', 'draped', 'crucifix', 'belonging', 'promiscuous', 'lux', 'siste']"
"['youngadult', 'lgbt']",Aristotle and Dante Discover the Secrets of the Universe,['benjaminaliresáenz'],4.34,356984,359,"['dante', 'swim', 'ari', 'articulate', 'self', 'assured', 'hard', 'time', 'word', 'suffers', 'doubt', 'get', 'lost', 'poetry', 'art', 'thought', 'older', 'brother', 'prison', 'fair', 'skinned', 'feature', 'much', 'darker', 'seems', 'boy', 'like', 'open', 'unique', 'perspective', 'life', 'would', 'last']"
"['youngadult', 'romance']",The One,['kieracass'],4.18,491122,323,"['time', 'come', 'one', 'winner', 'crowned', 'chosen', 'compete', 'selection', 'america', 'never', 'dreamed', 'would', 'find', 'anywhere', 'close', 'crown', '—', 'prince', 'maxon', 'heart', 'end', 'competition', 'approach', 'threat', 'outside', 'palace', 'wall', 'grow', 'vicious', 'realizes', 'much', 'stand', 'lose', 'hard', 'ha']"
"['fiction', 'contemporary']",Nineteen Minutes,['jodipicoult'],4.12,320696,440,"['nineteen', 'minute', 'mow', 'front', 'lawn', 'color', 'hair', 'watch', 'third', 'hockey', 'game', 'bake', 'scone', 'get', 'tooth', 'filled', 'dentist', 'fold', 'laundry', 'family', 'five', '....', 'stop', 'world', 'jump', 'revenge', 'sterling', 'small', 'ordinary', 'new', 'hamps']"
"['fiction', 'historical']",The Reader,"['bernhardschlink', 'carolbrownjaneway', '(translator)']",3.77,183574,216,"['hailed', 'coiled', 'eroticism', 'moral', 'claim', 'make', 'upon', 'reader', 'mesmerizing', 'novel', 'story', 'love', 'secret', 'horror', 'compassion', 'unfolding', 'haunted', 'landscape', 'postwar', 'germany', 'fall', 'ill', 'way', 'home', 'school', 'fifteen', 'year', 'old', 'michael', 'berg', 'rescued', 'hanna', 'woman', 'twice', 'age', 'time', 'becomes', 'lover', '—']"
"['nonfiction', 'history']","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",['eriklarson'],3.98,587860,447,"['author', 'erik', 'larson', 'imbues', 'incredible', 'event', 'surrounding', '1893', 'chicago', 'world', 'fair', 'drama', 'reader', 'may', 'find', 'checking', 'book', 'categorization', 'sure', 'devil', 'white', 'city', 'fact', 'highly', 'imaginative', 'novel', 'tell', 'story', 'two', 'men', 'daniel', 'h', 'burnham', 'architect', 'responsible', 'construction']"
"['fiction', 'mystery']",The Lost Symbol,['danbrown'],3.73,565115,509,"['lost', '...', 'foundin', 'stunning', 'follow', 'global', 'phenomenon', 'da', 'vinci', 'code', 'dan', 'brown', 'demonstrates', 'world', 'popular', 'thriller', 'writer', 'symbol', 'masterstroke', 'storytelling', 'deadly', 'race', 'real', 'labyrinth', 'code', 'secret', 'unseen', 'truth', 'watchful', 'eye', 'terrifying']"
"['fantasy', 'youngadult']",Crown of Midnight,['sarahj.maas'],4.36,451647,420,"['line', 'never', 'crossed', 'breached', 'put', 'entire', 'castle', 'jeopardy', '—', 'life', 'friend', 'throne', 'glass', 'rule', 'king', 'fist', 'iron', 'soul', 'black', 'pitch', 'assassin', 'celaena', 'sardothien', 'brutal', 'contest', 'become', 'champion', 'yet', 'far', 'loyal', 'crown', 'hide', 'secret', 'vigilantly', 'know']"
"['plays', 'classics']",Waiting for Godot,['samuelbeckett'],3.83,176836,109,"['story', 'revolves', 'around', 'two', 'seemingly', 'homeless', 'men', 'simply', 'waiting', 'someone', '—', 'something', 'named', 'godot', 'vladimir', 'estragon', 'wait', 'near', 'tree', 'inhabiting', 'drama', 'spun', 'consciousness', 'result', 'comical', 'wordplay', 'poetry', 'dreamscapes', 'nonsense', 'interpreted', 'mankind', '’', 'inexhaustible', 'search', 'meaning', 'beckett', 'language', 'pioneered']"
"['christianfiction', 'christian']",Redeeming Love,['francinerivers'],4.49,236833,479,"['california', '’', 'gold', 'country', '1850', 'time', 'men', 'sold', 'soul', 'bag', 'woman', 'body', 'place', 'sleep', 'angel', 'expects', 'nothing', 'betrayal', 'prostitution', 'child', 'survives', 'keeping', 'hatred', 'alive', 'hate', 'use', 'leaving', 'empty', 'dead', 'inside', 'meet', 'michael', 'hosea', 'man']"
"['thriller', 'fiction']",The Elephant Tree,['r.d.ronald'],4.19,97218,252,"['mark', 'fallon', 'overworked', 'detective', 'investigating', 'spate', 'attack', 'string', 'high', 'profile', 'city', 'centre', 'nightclub', 'scott', 'dejected', '24', 'year', 'old', 'struggling', 'make', 'end', 'meet', 'working', 'brother', 'supplementing', 'income', 'small', 'scale', 'drug', 'dealing', 'operation', 'angela', 'attractive', '23', 'raised', 'father', 'career', 'criminal', 'time', 'dr']"
"['classics', 'fiction']",Northanger Abbey,"['janeausten', 'alfredmacadam', '(introduction)']",3.84,332797,260,"['wonderfully', 'entertaining', 'coming', 'age', 'story', 'northanger', 'abbey', 'often', 'referred', 'jane', 'austen', 'gothic', 'parody', '.""', 'decrepit', 'castle', 'locked', 'room', 'mysterious', 'chest', 'cryptic', 'note', 'tyrannical', 'father', 'give', 'uncanny', 'air', 'one', 'decidedly', 'satirical', 'twist', 'unlikely', 'heroine', 'catherine', 'morland', 'remarkably', 'innocent', 'seventeen', 'year', 'old', 'wo']"
"['classics', 'fiction']",The Age of Innocence,"['edithwharton', 'maureenhoward', '(introduction)']",3.96,149102,293,"['winner', '1921', 'pulitzer', 'prize', 'age', 'innocence', 'edith', 'wharton', '’', 'masterful', 'portrait', 'desire', 'betrayal', 'sumptuous', 'golden', 'old', 'new', 'york', 'time', 'society', 'people', '“', 'dreaded', 'scandal', 'disease', '.”', 'newland', 'archer', 'world', 'prepares', 'marry', 'beautiful', 'conventional', 'may', 'welland', 'mysterious', 'countess', 'ellen', 'olenska']"
"['youngadult', 'paranormal']",Betrayed,"['p.c.cast', 'kristincast']",3.91,258052,310,"['also', 'see', 'alternate', 'cover', 'edition', 'isbn', 'ace', '1', 'zoey', 'high', 'priestess', 'training', 'managed', 'settle', 'house', 'night', 'come', 'term', 'vast', 'power', 'vampyre', 'goddess', 'nyx', 'given', 'finally', 'feel', 'belongs', 'unthinkable', 'happens', 'human', 'teenager', 'killed', 'evidence', 'point']"
"['romance', 'fantasy']",Lover Awakened,['j.r.ward'],4.43,170643,434,"['shadow', 'night', 'caldwell', 'new', 'york', '’', 'deadly', 'war', 'raging', 'vampire', 'slayer', 'exists', 'secret', 'band', 'brother', 'like', 'six', 'vampire', 'warrior', 'defender', 'race', 'zsadist', 'terrifying', 'member', 'black', 'dagger', 'brotherhood', 'former', 'blood', 'slave', 'still', 'bear', 'scar', 'pa']"
"['fantasy', 'fiction']",The Voyage of the Dawn Treader,"['c.s.lewis', 'paulinebaynes', '(illustrator)']",4.08,426782,248,"['dawn', 'treader', 'take', 'place', 'never', 'dreamed', 'existed', 'narnia', '...', 'world', 'wicked', 'dragon', 'magic', 'spell', 'best', 'brought', 'even', 'worst', 'people', 'anything', 'happen', 'often', ')...', 'adventure', 'begin', 'first', 'ship', 'seen', 'century', 'king', 'caspian', 'built', 'voyage', 'fi']"
"['fantasy', 'youngadult']",Red Queen,['victoriaaveyard'],4.03,716590,383,"['world', 'divided', 'blood', '—', 'red', 'silver', 'red', 'commoner', 'ruled', 'elite', 'possession', 'god', 'like', 'superpower', 'mare', 'barrow', 'seventeen', 'year', 'old', 'girl', 'poverty', 'stricken', 'stilt', 'seems', 'nothing', 'ever', 'change', 'find', 'working', 'palace', 'surrounded', 'people', 'hate', 'mar']"
"['fantasy', 'fiction']",A Dance with Dragons,['georger.r.martin'],4.31,594218,1125,"['alternate', 'cover', 'edition', 'asin', 'b004xisi4ain', 'aftermath', 'colossal', 'battle', 'future', 'seven', 'kingdom', 'hang', 'balance', '—', 'beset', 'newly', 'emerging', 'threat', 'every', 'direction', 'east', 'daenerys', 'targaryen', 'last', 'scion', 'house', 'rule', 'three', 'dragon', 'queen', 'city', 'built', 'dust', 'death', 'thousand', 'enemy']"
"['fiction', 'womensfiction']",Divine Secrets of the Ya-Ya Sisterhood,['rebeccawells'],3.84,534575,383,"['siddalee', 'walker', 'oldest', 'daughter', 'vivi', 'abbott', 'ya', 'extraordinaire', 'interviewed', 'new', 'york', 'time', 'hit', 'play', 'directed', 'mother', 'get', 'described', 'tap', 'dancing', 'child', 'abuser', '.""', 'enraged', 'disowns', 'sidda', 'devastated', 'begs', 'forgiveness', 'postpones', 'upcoming', 'wedding', 'look', 'bleak', 'yas', 'step', 'convince']"
"['nonfiction', 'classics']",I Know Why the Caged Bird Sings,['mayaangelou'],4.25,458174,289,"['maya', 'angelou', '’', 'debut', 'memoir', 'modern', 'american', 'classic', 'beloved', 'worldwide', 'life', 'story', 'told', 'documentary', 'film', 'still', 'rise', 'seen', 'pb', 'master', 'book', 'joyous', 'painful', 'mysterious', 'memorable', 'childhood', 'know', 'caged', 'bird', 'sings', 'capture', 'longing', 'lonely', 'child', 'brute', 'insult', 'bigotry', 'wo']"
"['poetry', 'classics']",The Waste Land,"['t.s.eliot', 'michaelnorth', '(editor)']",4.09,47170,320,"['text', 'eliot', '1922', 'masterpiece', 'accompanied', 'thorough', 'explanatory', 'annotation', 'well', 'knotty', 'note', 'require', 'annotation', 'ease', 'reading', 'norton', 'critical', 'edition', 'present', 'waste', 'land', 'first', 'appeared', 'american', 'boni', 'liveright', '),', 'end', 'context', 'provides', 'reader']"
"['classics', 'fiction']",The Pearl,['johnsteinbeck'],3.5,201445,96,"['like', 'father', 'grandfather', 'kino', 'poor', 'diver', 'gathering', 'pearl', 'gulf', 'bed', 'brought', 'great', 'wealth', 'king', 'spain', 'provide', 'juana', 'infant', 'son', 'meager', 'subsistence', 'day', 'emerges', 'sea', 'pearl', 'large', 'gull', '’', 'egg', '“', 'perfect', 'moon', '.”', 'come']"
"['sciencefiction', 'fiction']","I, Robot",['isaacasimov'],4.21,300854,224,"['isaac', 'asimov', 'robot', 'launch', 'reader', 'adventure', 'distant', 'future', 'man', 'machine', 'struggle', 'redefinelife', 'love', 'consciousness', '—', 'stake', 'nothing', 'le', 'survival', 'filled', 'unforgettable', 'character', 'mind', 'bending', 'speculation', 'nonstop', 'action', 'powerful', 'reading', 'experience', 'one', 'master', 'storyteller']"
"['classics', 'fiction']",To the Lighthouse,['virginiawoolf'],3.78,149239,209,"['serene', 'maternal', 'mr', 'ramsay', 'tragic', 'yet', 'absurd', 'mr', 'child', 'assorted', 'guest', 'holiday', 'isle', 'skye', 'seemingly', 'trivial', 'postponement', 'visit', 'nearby', 'lighthouse', 'woolf', 'construct', 'remarkable', 'moving', 'examination', 'complex', 'tension', 'allegiance', 'family', 'life', 'conflict', 'men', 'woman', 'time', 'wi']"
"['fantasy', 'horror']",Coraline,"['neilgaiman', 'davemckean', '(illustrator)']",4.06,554466,162,"['day', 'moved', 'coraline', 'went', 'exploring', '....', 'family', 'new', 'flat', 'twenty', 'one', 'window', 'fourteen', 'door', 'thirteen', 'open', 'close', 'fourteenth', 'locked', 'side', 'brick', 'wall', 'unlocks', 'door', 'find', 'passage', 'another', 'house', 'like', 'different', 'fi']"
"['youngadult', 'fantasy']","The Twilight Collection (Twilight, #1-3)",['stepheniemeyer'],3.8,44650,1690,"['deeply', 'romantic', 'extraordinarily', 'suspenseful', 'twilight', 'new', 'moon', 'andeclipsecapture', 'struggle', 'defying', 'instinct', 'satisfying', 'desire', 'stunning', 'set', 'includes', 'three', 'hardcover', 'book', 'two', 'full', 'color', 'poster', 'exclusive', 'tattoo', 'make', 'perfect', 'gift', 'fan', 'bestselling', 'vampire', 'love', 'story']"
"['historical', 'historicalfiction']",Voyager,['dianagabaldon'],4.36,279527,870,"['author', 'breathtaking', 'bestseller', 'outlander', 'dragonfly', 'amber', 'extraordinary', 'saga', 'continues', 'passionate', 'encounter', 'happened', 'long', 'ago', 'whatever', 'measurement', 'claire', 'randall', 'took', 'two', 'decade', 'traveled', 'back', 'time', 'arm', 'gallant', 'eighteenth', 'century', 'scot', 'named', 'jamie', 'fraser', 'returned', 'bear']"
"['classics', 'fiction']",The Jungle,"['uptonsinclair', 'earllee', '(foreword)', 'kathleendegrave', '(introduction)']",3.75,133757,335,"['nearly', 'century', 'original', 'version', 'upton', 'sinclair', 'classic', 'novel', 'remained', 'almost', 'entirely', 'unknown', 'published', 'serial', 'form', '1905', 'full', 'third', 'longer', 'censored', 'commercial', 'edition', 'book', 'following', 'year', 'expurgated', 'edited', 'much', 'ethnic', 'flavor', 'well']"
"['fiction', 'novels']",Mistress Suffragette,['dianaforbes'],4.32,12975,333,"['young', 'woman', 'without', 'prospect', 'ball', 'gilded', 'age', 'newport', 'rhode', 'island', 'target', 'certain', 'kind', '“', 'suitor', '.”', 'memorial', 'day', 'panic', '1893', 'impoverished', 'feisty', 'penelope', 'stanton', 'draw', 'unwanted', 'advance', 'villainous', 'millionaire', 'banker', 'prey', 'distressed', 'woman', '—', 'incorrigible', 'edgar', 'dagger', 'series', 'encounter', 'p']"
"['historical', 'historicalfiction']","I, Claudius",['robertgraves'],4.2,63544,468,"['autobiography', 'clau', 'claudius', 'pitiful', 'stammerer', 'destined', 'become', 'emperor', 'spite', 'graf', 'pack', 'everlasting', 'intrigue', 'depravity', 'bloody', 'purge', 'mounting', 'cruelty', 'reign', 'augustus', 'tiberius', 'soon', 'culminate', 'deified', 'insanity', 'caligula', 'sequel', 'god', 'among']"
"['classics', 'fiction']",A Room with a View,['e.m.forster'],3.91,160949,119,"[',""', 'went', 'waiting', 'contradiction', 'love', 'boy', 'body', 'soul', 'plainly', 'directly', 'love', 'word', 'express', '...""', 'lucy', 'rigid', 'middle', 'class', 'life', 'mapped', 'visit', 'florence', 'uptight', 'cousin', 'charlotte', 'find', 'neatly', 'ordered', 'existence', 'thrown', 'balance', 'eye', 'opened', 'unconvent']"
"['youngadult', 'contemporary']",All the Bright Places,['jenniferniven'],4.14,394303,378,"['fault', 'star', 'meet', 'eleanor', 'park', 'exhilarating', 'heart', 'wrenching', 'love', 'story', 'girl', 'learns', 'live', 'boy', 'intends', 'die', 'soon', 'major', 'motion', 'picture', 'starring', 'elle', 'fanning', 'theodore', 'finch', 'fascinated', 'death', 'constantly', 'think', 'way', 'might', 'kill', 'time', 'something', 'good', 'matter', 'small', 'stop']"
"['philosophy', 'classics']",The Republic,"['plato', 'desmondlee', '(translator)', 'mariahelenadarochapereira', '(translator)', 'benjaminjowett', '(translator)']",3.95,184506,416,"['presented', 'form', 'dialogue', 'socrates', 'three', 'different', 'interlocutor', 'classic', 'text', 'enquiry', 'notion', 'perfect', 'community', 'ideal', 'individual', 'within', 'conversation', 'question', 'raised', 'goodness', 'reality', 'knowledge', 'republic', 'also', 'address', 'purpose', 'education', 'role']"
"['youngadult', 'paranormal']",Chosen,"['p.c.cast', 'kristincast']",3.91,234703,307,"['dark', 'force', 'work', 'house', 'night', 'zoey', 'redbird', '’', 'adventure', 'school', 'take', 'mysterious', 'turn', 'best', 'friend', 'stevie', 'rae', 'undead', 'struggling', 'maintain', 'grip', 'humanity', 'find', 'unexpected', 'rare', 'situation', 'three', 'boyfriend', 'mix', 'little', 'bloodlust', 'equation', 'potential', 'sp']"
"['fiction', 'historical']",Snow Falling on Cedars,['davidguterson'],3.85,177491,460,"['gripping', 'tragic', 'densely', 'atmospheric', '—', 'masterpiece', 'suspense', 'san', 'piedro', 'island', 'north', 'puget', 'sound', 'place', 'isolated', 'one', 'life', 'afford', 'make', 'enemy', '1954', 'local', 'fisherman', 'found', 'suspiciously', 'drowned', 'japanese', 'american', 'named', 'kabuo', 'miyamoto', 'charged', 'murder', 'course', 'ensuing', 'trial', 'becomes', 'clear']"
"['classics', 'fiction']",Bleak House,"['charlesdickens', 'nicolabradbury', '(annotations)', 'hablotknightbrowne', '(illustrations)']",4.0,106007,1017,"['bleak', 'house', 'open', 'twilight', 'foggy', 'london', 'fog', 'grip', 'city', 'densely', 'court', 'chancery', 'obscure', 'case', 'jarndyce', 'inheritance', 'gradually', 'devoured', 'legal', 'cost', 'romance', 'esther', 'summerson', 'secret', 'origin', 'sleuthing', 'detective', 'inspector', 'bucket', 'fate', 'jo', 'crossing', 'sweeper']"
"['fiction', 'classics']",Demian: Die Geschichte von Emil Sinclairs Jugend,"['hermannhesse', 'thomasmann', '(introduction)']",4.12,85045,194,"['wie', 'alle', 'hauptwerke', 'hermann', 'hess', 'hat', 'auch', 'der', 'demian', 'den', 'damals', '40jährige', 'autor', 'mitten', 'im', 'ersten', 'weltkrieg', 'schrieb', 'eine', 'ebenso', 'ungewöhnliche', 'spannende', 'entstehungs', 'und', 'wirkungsgeschichte', 'daß', 'diesis', 'herbst', '1917', 'vollendete', 'buch', 'erst', 'juni', '1919', 'ein', 'halbes', 'jahr', 'nach', 'kriegsende', 'veröffentlicht', 'wurde', 'lag', 'unbekanntheit', 'de', 'verfassers', 'denn', 'hesse', 'hatte']"
"['youngadult', 'sciencefiction']",The 5th Wave,['rickyancey'],4.02,426604,457,"['1st', 'wave', 'darkness', 'remains', '2nd', 'lucky', 'escape', '3rd', 'unlucky', 'survive', '4th', 'one', 'rule', 'applies', 'trust', 'dawn', '5th', 'lonely', 'stretch', 'highway', 'cassie', 'run', 'being', 'look', 'human', 'roam', 'countryside', 'killing', 'anyone', 'see', 'scatter']"
"['fantasy', 'fiction']",The Last Battle,['c.s.lewis'],4.0,247353,288,"['edition', 'lewis', 'classic', 'fantasy', 'fiction', 'packaged', 'specifically', 'adult', 'complementing', 'look', 'author', 'non', 'book', 'anticipating', 'forthcoming', 'narnia', 'feature', 'film', 'contains', 'exclusive', 'p', 'section', 'history', 'book', 'plus', 'round', 'first', 'six', 'title']"
"['youngadult', 'contemporary']",We Were Liars,['e.lockhart'],3.8,690456,242,"['librarian', 'note', 'older', 'cover', 'b00fposdgy', '.#', 'beautiful', 'distinguished', 'family', 'private', 'island', 'brilliant', 'damaged', 'girl', 'passionate', 'political', 'boy', 'group', 'four', 'friend', '—', 'liar', 'whose', 'friendship', 'turn', 'destructive', 'revolution', 'accident', 'secret', 'lie', 'upon', 'true', 'love', 'truth', 'modern', 'sophisticated', 'suspense', 'novel', 'new', 'york', 'time', 'bestse']"
"['classics', 'fiction']",The Arabian Nights,"['anonymous', 'richardfrancisburton', '(translator)', 'a.s.byatt', '(introduction)']",4.02,75403,1049,"['volume', 'reproduces', '1932', 'modern', 'library', 'edition', 'bennett', 'cerf', 'chose', 'famous', 'representative', 'story', 'sir', 'richard', 'f', 'burton', 'multivolume', 'translation', 'includes', 'extensive', 'acclaimed', 'explanatory', 'note', 'tale', 'told', 'shahrazad', 'thousand', 'one', 'night', 'delay', 'execution', 'vengeful', 'king', 'shahriyar', 'beco']"
"['horror', 'fiction']",The Exorcist,['williampeterblatty'],4.19,196744,385,"['four', 'decade', 'first', 'terrified', 'world', 'william', 'peter', 'blatty', '’', 'exorcist', 'back', 'extraordinary', 'classic', 'work', 'horror', 'dark', 'paranormal', 'suspense', 'stunning', '40th', 'anniversary', 'edition', 'desperate', 'mother', 'two', 'priest', 'fight', 'free', 'soul', 'little', 'girl', 'supernatural', 'entity', 'pure', 'malevolence']"
"['fantasy', 'youngadult']",City of Glass,['cassandraclare'],4.29,872847,541,"['also', 'see', 'alternate', 'cover', 'edition', 'isbn', 'ace', '1', 'save', 'mother', 'life', 'clary', 'must', 'travel', 'city', 'glass', 'ancestral', 'home', 'shadowhunters', 'never', 'mind', 'entering', 'without', 'permission', 'law', 'breaking', 'could', 'mean', 'death', 'make', 'thing', 'worse', 'learns', 'jace', 'want', 'simon']"
"['fiction', 'drama']",Worm Holes,['kylekeyes'],4.32,12008,296,"['sequel', 'quantum', 'root', 'meekish', 'olan', 'chapman', 'face', 'danger', 'vigilante', 'samuel', 'leroy', 'mccoy', 'u', 'deputy', 'marshal', 'upheld', 'law', 'order', '1876', 'dodge', 'city', 'metamorphous', 'hold', 'eerie', 'transformation', 'cloaked', 'rolling', 'sagebrush', 'horse', 'whinny', 'yesteryear', 'cause', 'dpa', 'director', 'alexis', 'grumman', 'rethink', 'validity', 'worm', 'hole', 'creation']"
"['fiction', 'mystery']",Angels & Demons,['danbrown'],3.92,2874738,736,"['world', 'renowned', 'harvard', 'symbologist', 'robert', 'langdon', 'summoned', 'swiss', 'research', 'facility', 'analyze', 'cryptic', 'symbol', 'seared', 'chest', 'murdered', 'physicist', 'discovers', 'unimaginable', 'deadly', 'vendetta', 'catholic', 'church', 'century', 'old', 'underground', 'organization', '--', 'illuminati', 'desperate', 'race', 'save', 'vatican', 'powerful', 'time', 'bomb']"
"['thriller', 'fiction']",The Zombie Room,['r.d.ronald'],4.2,96946,241,"['unlikely', 'bond', 'forged', 'three', 'men', 'different', 'background', 'serve', 'time', 'together', 'prison', 'series', 'wrong', 'turn', 'disastrous', 'life', 'choice', 'led', 'incarceration', 'following', 'release', 'mangle', 'decker', 'tazeem', 'stick', 'return', 'crime', 'embarking', 'lucrative', 'scam', 'stumble', 'upon', 'sophisticate']"
"['youngadult', 'paranormal']",Bloodlines,['richellemead'],4.17,184060,421,"['free', 'past', 'yet', 'sydney', 'blood', 'special', 'alchemist', 'one', 'group', 'human', 'dabble', 'magic', 'serve', 'bridge', 'world', 'vampire', 'protect', 'vampire', 'secret', 'human', 'life', 'last', 'encounter', 'got', 'deep', 'trouble', 'alchemist', 'allegiance']"
"['classics', 'fiction']",North and South,['elizabethgaskell'],4.13,155959,521,"['father', 'leaf', 'church', 'crisis', 'conscience', 'margaret', 'hale', 'uprooted', 'comfortable', 'home', 'hampshire', 'move', 'family', 'north', 'england', 'initially', 'repulsed', 'ugliness', 'new', 'surroundings', 'industrial', 'town', 'milton', 'becomes', 'aware', 'poverty', 'suffering', 'local', 'mill', 'worker', 'develops', 'passionate', 'sen']"
"['classics', 'fiction']",Of Human Bondage,"['w.somersetmaugham', 'benjamindemott', '(introduction)', 'maevebinchy', '(afterword)']",4.09,54491,684,"['tormented', 'orphan', 'clubfoot', 'philip', 'carey', 'grows', 'impressionable', 'young', 'man', 'voracious', 'appetite', 'adventure', 'knowledge', 'craving', 'take', 'paris', 'age', 'eighteen', 'try', 'hand', 'art', 'back', 'london', 'study', 'medicine', 'even', 'nothing', 'sate', 'nagging', 'hunger', 'experience', 'fall', 'obsessively', 'love', 'embarking', 'di']"
"['fantasy', 'youngadult']",The Iron King,['juliekagawa'],3.89,212571,363,"['meghan', 'chase', 'secret', 'destiny', 'one', 'could', 'never', 'imagined', 'something', 'always', 'felt', 'slightly', 'life', 'ever', 'since', 'father', 'disappeared', 'eye', 'six', 'quite', 'fit', 'school', 'home', 'dark', 'stranger', 'begin', 'watching', 'afar', 'prankster', 'best', 'friend', 'becomes', 'strangely', 'protective', 'sens']"
"['horror', 'fiction']",World War Z: An Oral History of the Zombie War,['maxbrooks'],4.01,477939,342,"['zombie', 'war', 'came', 'unthinkably', 'close', 'eradicating', 'humanity', 'max', 'brook', 'driven', 'urgency', 'preserving', 'acid', 'etched', 'first', 'hand', 'experience', 'survivor', 'apocalyptic', 'year', 'traveled', 'across', 'united', 'state', 'america', 'throughout', 'world', 'decimated', 'city', 'teemed', 'upwards', 'thirty', 'million', 'soul', 'remote', 'inhospit']"
"['classics', 'fiction']",Brideshead Revisited,['evelynwaugh'],4.0,98510,351,"['nostalgic', 'reflective', 'evelyn', 'waugh', 'novel', 'brideshead', 'revisited', 'look', 'back', 'golden', 'age', 'second', 'world', 'war', 'tell', 'story', 'charles', 'ryder', 'infatuation', 'marchmains', 'rapidly', 'disappearing', 'privilege', 'inhabit', 'enchanted', 'first', 'sebastian', 'oxford', 'doomed', 'catholic', 'family', 'particular', 'remote', 'si']"
"['fantasy', 'fiction']",Wizard's First Rule,['terrygoodkind'],4.11,239262,836,"['aftermath', 'brutal', 'murder', 'father', 'mysterious', 'woman', 'kahlan', 'amnell', 'appears', 'richard', 'cypher', 'forest', 'sanctuary', 'seeking', 'help', 'world', 'belief', 'shattered', 'ancient', 'debt', 'come', 'due', 'thundering', 'violence', 'dark', 'age', 'take', 'courage', 'live', 'mere', 'challenge', 'hold', 'dominion']"
"['poetry', 'classics']",The Complete Poems of Emily Dickinson,"['emilydickinson', 'thomash.johnson', '(editor)']",4.23,88363,716,"['one', 'volume', 'edition', 'containing', '1', '775', 'emily', 'dickinson', '’', 'poemsonly', 'eleven', 'poem', 'published', 'prior', 'death', '1886', 'startling', 'originality', 'work', 'doomed', 'obscurity', 'lifetime', 'early', 'posthumously', 'collection', 'featuring', 'liberally', '“', 'edited', '”', 'version', 'fully', 'accurately', 'repres']"
"['youngadult', 'fantasy']",Torment,['laurenkate'],3.85,227932,452,"['hell', 'earth', '’', 'like', 'luce', 'apart', 'fallen', 'angel', 'boyfriend', 'daniel', 'took', 'eternity', 'find', 'one', 'another', 'told', 'must', 'go', 'away', 'long', 'enough', 'hunt', 'outcast', '—', 'immortal', 'want', 'kill', 'hide', 'shoreline', 'school', 'rocky', 'california', 'coast', 'unusually', 'gifted', 'student', 'nephilim']"
"['classics', 'sciencefiction']",The War of the Worlds,"['h.g.wells', 'arthurc.clarke', '(introduction)']",3.83,268678,192,"['army', 'invading', 'martian', 'land', 'england', 'panic', 'terror', 'seize', 'population', 'alien', 'traverse', 'country', 'huge', 'three', 'legged', 'machine', 'incinerating', 'path', 'heat', 'ray', 'spreading', 'noxious', 'toxic', 'gas', 'people', 'earth', 'must', 'come', 'term', 'prospect', 'end', 'human', 'civilization', 'beginning', 'martian', 'rule', 'inspirin']"
"['sciencefiction', 'fiction']",Snow Crash,['nealstephenson'],4.02,251726,559,"['reality', 'hiro', 'protagonist', 'delivers', 'pizza', 'uncle', 'enzo', 'cosonostra', 'inc', '.,', 'metaverse', 'warrior', 'prince', 'plunging', 'headlong', 'enigma', 'new', 'computer', 'virus', 'striking', 'hacker', 'everywhere', 'race', 'along', 'neon', 'lit', 'street', 'search', 'destroy', 'mission', 'shadowy', 'virtual', 'villain', 'threatening', 'bring', 'infocalypse', 'snow', 'cra']"
"['horror', 'fantasy']",The Witching Hour,['annerice'],4.1,107638,1207,"['author', 'extraordinary', 'vampire', 'chronicle', 'come', 'huge', 'hypnotic', 'novel', 'witchcraft', 'occult', 'four', 'century', 'demonstrating', 'gift', 'spellbinding', 'storytelling', 'creation', 'legend', 'anne', 'rice', 'make', 'real', 'u', 'great', 'dynasty', 'witch', '—', 'family', 'given', 'poetry', 'incest', 'murder', 'philosophy']"
"['classics', 'mystery']",The Woman in White,"['wilkiecollins', 'matthewsweet', '(annotations)']",3.99,144391,672,"['one', 'moment', 'every', 'drop', 'blood', 'body', 'brought', 'stop', '...', 'sprung', 'earth', 'stood', 'figure', 'solitary', 'woman', 'dressed', 'head', 'foot', 'white', 'famously', 'open', 'walter', 'hartright', 'eerie', 'encounter', 'moonlit', 'london', 'road', 'engaged', 'drawing', 'master', 'beautiful', 'laura', 'fairlie', 'become']"
"['fiction', 'classics']","Cry, the Beloved Country",['alanpaton'],3.89,72047,316,"['cry', 'beloved', 'country', 'famous', 'important', 'novel', 'south', 'africa', '’', 'history', 'immediate', 'worldwide', 'bestseller', '1948', 'alan', 'paton', 'impassioned', 'black', 'man', 'white', 'law', 'work', 'searing', 'beauty', 'unborn', 'child', 'inheritor', 'fear', 'let', 'love', 'earth', 'deeply', 'n']"
